episode,score,steps,alpha,epsilon
115,-1,12,0.14987212456917132,0
116,1,10,0.14935398140706818,0
117,-1,12,0.14884205424202962,0
118,1,10,0.14833621632318122,0
119,-3,14,0.14783634453031236,0
120,1,10,0.14734231924041577,0
121,-1,12,0.146854024200198,0
122,1,10,0.14637134640424682,0
123,-1,12,0.14589417597856078,0
124,1,10,0.14542240606916307,0
125,1,10,0.14495593273553908,0
126,1,10,0.14449465484865182,0
127,1,10,0.14403847399330402,0
128,1,10,0.14358729437462936,0
129,1,10,0.14314102272850682,0
130,1,10,0.14269956823570526,0
131,1,10,0.1422628424395751,0
132,-7,18,0.14183075916711507,0
133,1,10,0.14140323445325084,0
134,1,10,0.14098018646817223,0
135,-1,12,0.14056153544758332,0
136,-1,12,0.1401472036257282,0
137,-1,12,0.1397371151710626,0
138,1,10,0.13933119612444808,0
139,1,10,0.13892937433975247,0
140,1,10,0.13853157942674668,0
141,-5,16,0.13813774269619286,0
142,1,10,0.13774779710702534,0
143,1,10,0.13736167721553033,0
144,-7,18,0.13697931912643546,0
145,1,10,0.1366006604458245,0
146,1,10,0.13622564023579725,0
147,-1,12,0.1358541989707985,0
148,1,10,0.13548627849554354,0
149,1,10,0.1351218219844716,0
150,1,10,0.13476077390266206,0
151,1,10,0.13440307996815107,0
152,1,10,0.1340486871155895,0
153,1,10,0.13369754346118626,0
154,-1,12,0.1333495982688832,0
155,1,10,0.13300480191771072,0
156,-1,12,0.1326631058702756,0
157,1,10,0.13232446264233483,0
158,3,8,0.13198882577341117,0
159,1,10,0.13165614979840876,0
160,1,10,0.13132639022018835,0
161,-3,14,0.1309995034830642,0
162,1,10,0.13067544694718594,0
163,-5,16,0.13035417886377096,0
164,-3,14,0.13003565835115355,0
165,-1,12,0.12971984537161935,0
166,-3,14,0.12940670070899501,0
167,-1,12,0.12909618594696357,0
168,-9,20,0.128788263448078,0
169,1,10,0.12848289633344695,0
170,1,10,0.1281800484630664,0
171,1,10,0.127879684416774,0
172,1,10,0.1275817694758019,0
173,1,10,0.12728626960490688,0
174,-2,13,0.1269931514350557,0
175,1,10,0.12670238224664587,0
176,1,10,0.1264139299532418,0
177,-1,12,0.12612776308580845,0
178,1,10,0.12584385077742372,0
179,1,10,0.1255621627484529,0
180,-1,12,0.12528266929216875,0
181,-1,12,0.1250053412608012,0
182,1,10,0.12473015005200166,0
183,-1,12,0.12445706759570742,0
184,1,10,0.1241860663413922,0
185,1,10,0.12391711924568946,0
186,-1,12,0.12365019976037553,0
187,-1,12,0.12338528182070044,0
188,1,10,0.12312233983405436,0
189,1,10,0.1228613486689585,0
190,1,10,0.12260228364436915,0
191,1,10,0.12234512051928499,0
192,1,10,0.12208983548264672,0
193,-1,12,0.12183640514352007,0
194,-1,12,0.12158480652155232,0
195,1,10,0.12133501703769356,0
196,1,10,0.12108701450517395,0
197,1,10,0.12084077712072877,0
198,1,10,0.12059628345606303,0
199,1,10,0.12035351244954816,0
200,-1,12,0.12011244339814311,0
201,1,10,0.11987305594953297,0
202,-1,12,0.1196353300944779,0
203,1,10,0.11939924615936601,0
204,1,10,0.1191647847989636,0
205,1,10,0.11893192698935667,0
206,-1,12,0.11870065402107775,0
207,1,10,0.1184709474924122,0
208,1,10,0.11824278930287871,0
209,-1,12,0.1180161616468783,0
210,3,8,0.11779104700750699,0
211,-3,14,0.11756742815052704,0
212,-1,12,0.11734528811849189,0
213,1,10,0.11712461022502037,0
214,1,10,0.11690537804921544,0
215,-1,12,0.11668757543022354,0
216,-7,18,0.11647118646192986,0
217,-1,12,0.11625619548778607,0
218,1,10,0.11604258709576615,0
219,1,10,0.11583034611344689,0
220,-1,12,0.11561945760320927,0
221,1,10,0.11540990685755717,0
222,1,10,0.11520167939455028,0
223,1,10,0.11499476095334758,0
224,-3,14,0.11478913748985851,0
225,1,10,0.11458479517249857,0
226,1,10,0.11438172037804657,0
227,-1,12,0.11417989968760044,0
228,1,10,0.11397931988262908,0
229,1,10,0.1137799679411173,0
230,1,10,0.11358183103380151,0
231,1,10,0.11338489652049345,0
232,1,10,0.11318915194648961,0
233,1,10,0.11299458503906396,0
234,-1,12,0.11280118370404178,0
235,1,10,0.11260893602245231,0
236,-1,12,0.11241783024725795,0
237,1,10,0.1122278548001583,0
238,-20,31,0.11203899826846665,0
239,1,10,0.11185124940205719,0
240,1,10,0.11166459711038097,0
241,1,10,0.11147903045954884,0
242,1,10,0.1112945386694795,0
243,-1,12,0.11111111111111109,0
244,-1,12,0.11092873730367454,0
245,1,10,0.11074740691202699,0
246,-5,16,0.11056710974404396,0
247,1,10,0.1103878357480686,0
248,-3,14,0.11020957501041637,0
249,3,8,0.1100323177529341,0
250,1,10,0.10985605433061175,0
251,1,10,0.10968077522924566,0
252,-3,14,0.10950647106315178,0
253,-1,12,0.10933313257292802,0
254,3,8,0.10916075062326401,0
255,1,10,0.10898931620079744,0
256,1,10,0.1088188204120155,0
257,1,10,0.10864925448120072,0
258,1,10,0.10848060974841961,0
259,1,10,0.10831287766755339,0
260,1,10,0.10814604980436972,0
261,1,10,0.10798011783463425,0
262,1,10,0.10781507354226126,0
263,1,10,0.1076509088175022,0
264,-1,12,0.10748761565517141,0
265,1,10,0.10732518615290801,0
266,1,10,0.10716361250947311,0
267,1,10,0.10700288702308146,0
268,-1,12,0.10684300208976685,0
269,-5,16,0.1066839502017803,0
270,1,10,0.10652572394602029,0
271,1,10,0.10636831600249433,0
272,-1,12,0.10621171914281118,0
273,1,10,0.10605592622870279,0
274,1,10,0.10590093021057553,0
275,-1,12,0.10574672412608985,0
276,1,10,0.10559330109876766,0
277,-1,12,0.10544065433662711,0
278,1,10,0.10528877713084371,0
279,-1,12,0.1051376628544375,0
280,1,10,0.1049873049609855,0
281,1,10,0.10483769698335903,0
282,-1,12,0.10468883253248513,0
283,1,10,0.1045407052961317,0
284,1,10,0.1043933090377157,0
285,-7,18,0.10424663759513406,0
286,1,10,0.1041006848796166,0
287,-1,12,0.10395544487460061,0
288,-1,12,0.10381091163462643,0
289,1,10,0.10366707928425394,0
290,-1,12,0.10352394201699892,0
291,-1,12,0.10338149409428951,0
292,1,10,0.10323972984444167,0
293,1,10,0.10309864366165378,0
294,-5,16,0.10295823000501958,0
295,3,8,0.10281848339755931,0
296,-3,14,0.10267939842526841,0
297,-3,14,0.10254096973618368,0
298,1,10,0.10240319203946624,0
299,-1,12,0.10226606010450122,0
300,1,10,0.1021295687600135,0
301,1,10,0.10199371289319945,0
302,1,10,0.1018584874488742,0
303,1,10,0.10172388742863407,0
304,-1,12,0.10158990789003397,0
305,1,10,0.10145654394577926,0
306,1,10,0.10132379076293198,0
307,-3,14,0.1011916435621311,0
308,-1,12,0.10106009761682629,0
309,-1,12,0.10092914825252523,0
310,1,10,0.10079879084605405,0
311,1,10,0.10066902082483048,0
312,3,8,0.10053983366614978,0
313,1,10,0.10041122489648287,0
314,-1,12,0.10028319009078658,0
315,1,10,0.10015572487182577,0
316,1,10,0.10002882490950696,0
317,1,10,0.1,0
318,1,10,0.1,0
319,1,10,0.1,0
320,-1,12,0.1,0
321,-5,16,0.1,0
322,-3,14,0.1,0
323,1,10,0.1,0
324,-5,16,0.1,0
325,-3,14,0.1,0
326,1,10,0.1,0
327,-3,14,0.1,0
328,1,10,0.1,0
329,-1,12,0.1,0
330,1,10,0.1,0
331,1,10,0.1,0
332,1,10,0.1,0
333,-1,12,0.1,0
334,-1,12,0.1,0
335,1,10,0.1,0
336,-5,16,0.1,0
337,-3,14,0.1,0
338,-1,12,0.1,0
339,3,8,0.1,0
340,-1,12,0.1,0
341,-3,14,0.1,0
342,1,10,0.1,0
343,-5,16,0.1,0
344,1,10,0.1,0
345,1,10,0.1,0
346,1,10,0.1,0
347,-1,12,0.1,0
348,-1,12,0.1,0
349,-1,12,0.1,0
350,-5,16,0.1,0
351,-1,12,0.1,0
352,1,10,0.1,0
353,1,10,0.1,0
354,-5,16,0.1,0
355,-1,12,0.1,0
356,1,10,0.1,0
357,-1,12,0.1,0
358,1,10,0.1,0
359,-1,12,0.1,0
360,3,8,0.1,0
361,1,10,0.1,0
362,-1,12,0.1,0
363,1,10,0.1,0
364,-7,18,0.1,0
365,-1,12,0.1,0
366,-1,12,0.1,0
367,1,10,0.1,0
368,1,10,0.1,0
369,1,10,0.1,0
370,1,10,0.1,0
371,-3,14,0.1,0
372,-7,18,0.1,0
373,-1,12,0.1,0
374,1,10,0.1,0
375,-7,18,0.1,0
376,1,10,0.1,0
377,-1,12,0.1,0
378,-1,12,0.1,0
379,-3,14,0.1,0
380,1,10,0.1,0
381,-3,14,0.1,0
382,1,10,0.1,0
383,-5,16,0.1,0
384,-3,14,0.1,0
385,1,10,0.1,0
386,1,10,0.1,0
387,-1,12,0.1,0
388,-1,12,0.1,0
389,-3,14,0.1,0
390,1,10,0.1,0
391,1,10,0.1,0
392,-3,14,0.1,0
393,3,8,0.1,0
394,-3,14,0.1,0
395,1,10,0.1,0
396,-1,12,0.1,0
397,-1,12,0.1,0
398,1,10,0.1,0
399,3,8,0.1,0
400,-3,14,0.1,0
401,1,10,0.1,0
402,-1,12,0.1,0
403,1,10,0.1,0
404,1,10,0.1,0
405,-7,18,0.1,0
406,1,10,0.1,0
407,1,10,0.1,0
408,3,8,0.1,0
409,3,8,0.1,0
410,-1,12,0.1,0
411,1,10,0.1,0
412,1,10,0.1,0
413,1,10,0.1,0
414,-1,12,0.1,0
415,1,10,0.1,0
416,1,10,0.1,0
417,-1,12,0.1,0
418,-1,12,0.1,0
419,1,10,0.1,0
420,-5,16,0.1,0
421,-1,12,0.1,0
422,-1,12,0.1,0
423,-1,12,0.1,0
424,-1,12,0.1,0
425,1,10,0.1,0
426,1,10,0.1,0
427,1,10,0.1,0
428,-3,14,0.1,0
429,-3,14,0.1,0
430,1,10,0.1,0
431,1,10,0.1,0
432,1,10,0.1,0
433,1,10,0.1,0
434,1,10,0.1,0
435,-1,12,0.1,0
436,1,10,0.1,0
437,1,10,0.1,0
438,-1,12,0.1,0
439,-1,12,0.1,0
440,1,10,0.1,0
441,1,10,0.1,0
442,-1,12,0.1,0
443,1,10,0.1,0
444,-1,12,0.1,0
445,1,10,0.1,0
446,-1,12,0.1,0
447,1,10,0.1,0
448,-1,12,0.1,0
449,1,10,0.1,0
450,-5,16,0.1,0
451,1,10,0.1,0
452,1,10,0.1,0
453,-1,12,0.1,0
454,-1,12,0.1,0
455,1,10,0.1,0
456,-5,16,0.1,0
457,1,10,0.1,0
458,1,10,0.1,0
459,3,8,0.1,0
460,1,10,0.1,0
461,-1,12,0.1,0
462,1,10,0.1,0
463,-1,12,0.1,0
464,-3,14,0.1,0
465,-3,14,0.1,0
466,-1,12,0.1,0
467,1,10,0.1,0
468,-5,16,0.1,0
469,1,10,0.1,0
470,-1,12,0.1,0
471,-1,12,0.1,0
472,1,10,0.1,0
473,-3,14,0.1,0
474,-7,18,0.1,0
475,-1,12,0.1,0
476,1,10,0.1,0
477,1,10,0.1,0
478,1,10,0.1,0
479,1,10,0.1,0
480,1,10,0.1,0
481,1,10,0.1,0
482,-3,14,0.1,0
483,-1,12,0.1,0
484,1,10,0.1,0
485,-11,22,0.1,0
486,3,8,0.1,0
487,-1,12,0.1,0
488,1,10,0.1,0
489,1,10,0.1,0
490,-1,12,0.1,0
491,-3,14,0.1,0
492,-1,12,0.1,0
493,-1,12,0.1,0
494,1,10,0.1,0
495,1,10,0.1,0
496,1,10,0.1,0
497,-1,12,0.1,0
498,-1,12,0.1,0
499,-1,12,0.1,0
500,1,10,0.1,0
501,1,10,0.1,0
502,-1,12,0.1,0
503,-3,14,0.1,0
504,-1,12,0.1,0
505,-3,14,0.1,0
506,1,10,0.1,0
507,1,10,0.1,0
508,3,8,0.1,0
509,1,10,0.1,0
510,1,10,0.1,0
511,-3,14,0.1,0
512,3,8,0.1,0
513,-1,12,0.1,0
514,1,10,0.1,0
515,1,10,0.1,0
516,-1,12,0.1,0
517,1,10,0.1,0
518,1,10,0.1,0
519,1,10,0.1,0
520,3,8,0.1,0
521,1,10,0.1,0
522,-5,16,0.1,0
523,-3,14,0.1,0
524,1,10,0.1,0
525,1,10,0.1,0
526,-11,22,0.1,0
527,1,10,0.1,0
528,1,10,0.1,0
529,1,10,0.1,0
530,1,10,0.1,0
531,-3,14,0.1,0
532,1,10,0.1,0
533,-1,12,0.1,0
534,1,10,0.1,0
535,1,10,0.1,0
536,-1,12,0.1,0
537,-1,12,0.1,0
538,-1,12,0.1,0
539,1,10,0.1,0
540,1,10,0.1,0
541,1,10,0.1,0
542,1,10,0.1,0
543,1,10,0.1,0
544,1,10,0.1,0
545,1,10,0.1,0
546,1,10,0.1,0
547,1,10,0.1,0
548,1,10,0.1,0
549,-1,12,0.1,0
550,1,10,0.1,0
551,-1,12,0.1,0
552,-1,12,0.1,0
553,-1,12,0.1,0
554,1,10,0.1,0
555,-1,12,0.1,0
556,-1,12,0.1,0
557,-1,12,0.1,0
558,1,10,0.1,0
559,-3,14,0.1,0
560,1,10,0.1,0
561,1,10,0.1,0
562,-1,12,0.1,0
563,1,10,0.1,0
564,1,10,0.1,0
565,1,10,0.1,0
566,1,10,0.1,0
567,-3,14,0.1,0
568,-1,12,0.1,0
569,1,10,0.1,0
570,1,10,0.1,0
571,-1,12,0.1,0
572,1,10,0.1,0
573,1,10,0.1,0
574,1,10,0.1,0
575,-3,14,0.1,0
576,1,10,0.1,0
577,-1,12,0.1,0
578,1,10,0.1,0
579,-1,12,0.1,0
580,1,10,0.1,0
581,1,10,0.1,0
582,1,10,0.1,0
583,1,10,0.1,0
584,1,10,0.1,0
585,1,10,0.1,0
586,1,10,0.1,0
587,-3,14,0.1,0
588,1,10,0.1,0
589,1,10,0.1,0
590,-3,14,0.1,0
591,1,10,0.1,0
592,-3,14,0.1,0
593,1,10,0.1,0
594,1,10,0.1,0
595,1,10,0.1,0
596,1,10,0.1,0
597,1,10,0.1,0
598,1,10,0.1,0
599,1,10,0.1,0
600,1,10,0.1,0
601,-1,12,0.1,0
602,-1,12,0.1,0
603,-1,12,0.1,0
604,-3,14,0.1,0
605,-1,12,0.1,0
606,-1,12,0.1,0
607,-1,12,0.1,0
608,-1,12,0.1,0
609,1,10,0.1,0
610,-1,12,0.1,0
611,-1,12,0.1,0
612,-3,14,0.1,0
613,1,10,0.1,0
614,1,10,0.1,0
615,1,10,0.1,0
616,-3,14,0.1,0
617,-3,14,0.1,0
618,-1,12,0.1,0
619,-1,12,0.1,0
620,1,10,0.1,0
621,-1,12,0.1,0
622,-1,12,0.1,0
623,1,10,0.1,0
624,-3,14,0.1,0
625,-1,12,0.1,0
626,1,10,0.1,0
627,1,10,0.1,0
628,-2,13,0.1,0
629,-5,16,0.1,0
630,1,10,0.1,0
631,1,10,0.1,0
632,3,8,0.1,0
633,-1,12,0.1,0
634,-1,12,0.1,0
635,1,10,0.1,0
636,1,10,0.1,0
637,-3,14,0.1,0
638,1,10,0.1,0
639,1,10,0.1,0
640,1,10,0.1,0
641,1,10,0.1,0
642,-5,16,0.1,0
643,-1,12,0.1,0
644,1,10,0.1,0
645,-1,12,0.1,0
646,1,10,0.1,0
647,1,10,0.1,0
648,1,10,0.1,0
649,-1,12,0.1,0
650,1,10,0.1,0
651,3,8,0.1,0
652,-3,14,0.1,0
653,1,10,0.1,0
654,1,10,0.1,0
655,-1,12,0.1,0
656,1,10,0.1,0
657,1,10,0.1,0
658,1,10,0.1,0
659,-1,12,0.1,0
660,1,10,0.1,0
661,-1,12,0.1,0
662,-1,12,0.1,0
663,1,10,0.1,0
664,1,10,0.1,0
665,-1,12,0.1,0
666,-1,12,0.1,0
667,-1,12,0.1,0
668,-1,12,0.1,0
669,1,10,0.1,0
670,-3,14,0.1,0
671,1,10,0.1,0
672,-1,12,0.1,0
673,1,10,0.1,0
674,1,10,0.1,0
675,-1,12,0.1,0
676,1,10,0.1,0
677,1,10,0.1,0
678,-1,12,0.1,0
679,-1,12,0.1,0
680,3,8,0.1,0
681,1,10,0.1,0
682,1,10,0.1,0
683,-9,20,0.1,0
684,-1,12,0.1,0
685,-1,12,0.1,0
686,-5,16,0.1,0
687,1,10,0.1,0
688,-1,12,0.1,0
689,1,10,0.1,0
690,1,10,0.1,0
691,1,10,0.1,0
692,-5,16,0.1,0
693,-1,12,0.1,0
694,-1,12,0.1,0
695,-9,20,0.1,0
696,-3,14,0.1,0
697,1,10,0.1,0
698,1,10,0.1,0
699,-1,12,0.1,0
700,-1,12,0.1,0
701,3,8,0.1,0
702,1,10,0.1,0
703,1,10,0.1,0
704,-3,14,0.1,0
705,-5,16,0.1,0
706,3,8,0.1,0
707,-1,12,0.1,0
708,1,10,0.1,0
709,1,10,0.1,0
710,1,10,0.1,0
711,1,10,0.1,0
712,1,10,0.1,0
713,1,10,0.1,0
714,1,10,0.1,0
715,-5,16,0.1,0
716,-1,12,0.1,0
717,-1,12,0.1,0
718,3,8,0.1,0
719,-1,12,0.1,0
720,1,10,0.1,0
721,-1,12,0.1,0
722,-1,12,0.1,0
723,-5,16,0.1,0
724,-1,12,0.1,0
725,-3,14,0.1,0
726,-1,12,0.1,0
727,1,10,0.1,0
728,1,10,0.1,0
729,1,10,0.1,0
730,1,10,0.1,0
731,-1,12,0.1,0
732,-1,12,0.1,0
733,1,10,0.1,0
734,3,8,0.1,0
735,1,10,0.1,0
736,-3,14,0.1,0
737,1,10,0.1,0
738,1,10,0.1,0
739,-1,12,0.1,0
740,-1,12,0.1,0
741,-1,12,0.1,0
742,-1,12,0.1,0
743,1,10,0.1,0
744,-1,12,0.1,0
745,-1,12,0.1,0
746,1,10,0.1,0
747,-1,12,0.1,0
748,3,8,0.1,0
749,-1,12,0.1,0
750,1,10,0.1,0
751,1,10,0.1,0
752,3,8,0.1,0
753,1,10,0.1,0
754,-1,12,0.1,0
755,-1,12,0.1,0
756,-1,12,0.1,0
757,1,10,0.1,0
758,1,10,0.1,0
759,-1,12,0.1,0
760,1,10,0.1,0
761,-1,12,0.1,0
762,-1,12,0.1,0
763,-7,18,0.1,0
764,-1,12,0.1,0
765,1,10,0.1,0
766,1,10,0.1,0
767,-1,12,0.1,0
768,3,8,0.1,0
769,1,10,0.1,0
770,-1,12,0.1,0
771,1,10,0.1,0
772,-1,12,0.1,0
773,1,10,0.1,0
774,-5,16,0.1,0
775,1,10,0.1,0
776,1,10,0.1,0
777,1,10,0.1,0
778,-1,12,0.1,0
779,1,10,0.1,0
780,-1,12,0.1,0
781,1,10,0.1,0
782,1,10,0.1,0
783,1,10,0.1,0
784,1,10,0.1,0
785,-1,12,0.1,0
786,-1,12,0.1,0
787,-1,12,0.1,0
788,1,10,0.1,0
789,-3,14,0.1,0
790,1,10,0.1,0
791,1,10,0.1,0
792,-3,14,0.1,0
793,1,10,0.1,0
794,-1,12,0.1,0
795,-5,16,0.1,0
796,-1,12,0.1,0
797,1,10,0.1,0
798,-1,12,0.1,0
799,1,10,0.1,0
800,-1,12,0.1,0
801,1,10,0.1,0
802,3,8,0.1,0
803,-3,14,0.1,0
804,1,10,0.1,0
805,-1,12,0.1,0
806,1,10,0.1,0
807,1,10,0.1,0
808,-1,12,0.1,0
809,-1,12,0.1,0
810,1,10,0.1,0
811,1,10,0.1,0
812,-1,12,0.1,0
813,-1,12,0.1,0
814,3,8,0.1,0
815,1,10,0.1,0
816,1,10,0.1,0
817,1,10,0.1,0
818,1,10,0.1,0
819,1,10,0.1,0
820,3,8,0.1,0
821,1,10,0.1,0
822,-1,12,0.1,0
823,1,10,0.1,0
824,-1,12,0.1,0
825,-1,12,0.1,0
826,1,10,0.1,0
827,-1,12,0.1,0
828,-5,16,0.1,0
829,1,10,0.1,0
830,-1,12,0.1,0
831,-1,12,0.1,0
832,1,10,0.1,0
833,1,10,0.1,0
834,3,8,0.1,0
835,-1,12,0.1,0
836,1,10,0.1,0
837,1,10,0.1,0
838,1,10,0.1,0
839,-3,14,0.1,0
840,1,10,0.1,0
841,1,10,0.1,0
842,1,10,0.1,0
843,1,10,0.1,0
844,-1,12,0.1,0
845,1,10,0.1,0
846,1,10,0.1,0
847,-3,14,0.1,0
848,1,10,0.1,0
849,-3,14,0.1,0
850,-1,12,0.1,0
851,-1,12,0.1,0
852,-1,12,0.1,0
853,1,10,0.1,0
854,1,10,0.1,0
855,-5,16,0.1,0
856,-1,12,0.1,0
857,-1,12,0.1,0
858,-1,12,0.1,0
859,1,10,0.1,0
860,-7,18,0.1,0
861,-3,14,0.1,0
862,-1,12,0.1,0
863,-1,12,0.1,0
864,-3,14,0.1,0
865,-5,16,0.1,0
866,1,10,0.1,0
867,1,10,0.1,0
868,-1,12,0.1,0
869,-5,16,0.1,0
870,1,10,0.1,0
871,1,10,0.1,0
872,-3,14,0.1,0
873,1,10,0.1,0
874,-1,12,0.1,0
875,1,10,0.1,0
876,1,10,0.1,0
877,1,10,0.1,0
878,-3,14,0.1,0
879,-5,16,0.1,0
880,-1,12,0.1,0
881,-3,14,0.1,0
882,1,10,0.1,0
883,1,10,0.1,0
884,1,10,0.1,0
885,1,10,0.1,0
886,3,8,0.1,0
887,-1,12,0.1,0
888,-1,12,0.1,0
889,1,10,0.1,0
890,-1,12,0.1,0
891,1,10,0.1,0
892,-3,14,0.1,0
893,-3,14,0.1,0
894,1,10,0.1,0
895,1,10,0.1,0
896,1,10,0.1,0
897,1,10,0.1,0
898,1,10,0.1,0
899,1,10,0.1,0
900,-5,16,0.1,0
901,1,10,0.1,0
902,1,10,0.1,0
903,-5,16,0.1,0
904,1,10,0.1,0
905,-3,14,0.1,0
906,1,10,0.1,0
907,1,10,0.1,0
908,1,10,0.1,0
909,-1,12,0.1,0
910,1,10,0.1,0
911,1,10,0.1,0
912,-1,12,0.1,0
913,-3,14,0.1,0
914,1,10,0.1,0
915,-1,12,0.1,0
916,1,10,0.1,0
917,-1,12,0.1,0
918,1,10,0.1,0
919,3,8,0.1,0
920,3,8,0.1,0
921,1,10,0.1,0
922,-1,12,0.1,0
923,-1,12,0.1,0
924,1,10,0.1,0
925,-1,12,0.1,0
926,-3,14,0.1,0
927,1,10,0.1,0
928,-1,12,0.1,0
929,1,10,0.1,0
930,1,10,0.1,0
931,1,10,0.1,0
932,-3,14,0.1,0
933,-1,12,0.1,0
934,1,10,0.1,0
935,1,10,0.1,0
936,1,10,0.1,0
937,1,10,0.1,0
938,1,10,0.1,0
939,-1,12,0.1,0
940,1,10,0.1,0
941,1,10,0.1,0
942,1,10,0.1,0
943,-3,14,0.1,0
944,1,10,0.1,0
945,1,10,0.1,0
946,1,10,0.1,0
947,-1,12,0.1,0
948,-1,12,0.1,0
949,1,10,0.1,0
950,-1,12,0.1,0
951,1,10,0.1,0
952,1,10,0.1,0
953,1,10,0.1,0
954,1,10,0.1,0
955,1,10,0.1,0
956,1,10,0.1,0
957,1,10,0.1,0
958,1,10,0.1,0
959,1,10,0.1,0
960,1,10,0.1,0
961,1,10,0.1,0
962,1,10,0.1,0
963,1,10,0.1,0
964,-1,12,0.1,0
965,-3,14,0.1,0
966,-3,14,0.1,0
967,-1,12,0.1,0
968,1,10,0.1,0
969,-1,12,0.1,0
970,-1,12,0.1,0
971,-1,12,0.1,0
972,1,10,0.1,0
973,1,10,0.1,0
974,1,10,0.1,0
975,-1,12,0.1,0
976,-7,18,0.1,0
977,1,10,0.1,0
978,1,10,0.1,0
979,-3,14,0.1,0
980,-1,12,0.1,0
981,1,10,0.1,0
982,1,10,0.1,0
983,1,10,0.1,0
984,-1,12,0.1,0
985,1,10,0.1,0
986,-1,12,0.1,0
987,1,10,0.1,0
988,1,10,0.1,0
989,1,10,0.1,0
990,-1,12,0.1,0
991,1,10,0.1,0
992,3,8,0.1,0
993,-1,12,0.1,0
994,1,10,0.1,0
995,1,10,0.1,0
